Adj Close,Close,High,Low,Open,Volume,BTC_Change,BTC_Boll_lower,BTC_Boll_upper,BTC_MACD,BTC_MACD_signal,BTC_RSI,BTC_EMA_20,BTC_Volume,Recommendation,Term_Suggested,Risk_Level
26096.205078125,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812,0.17907574452629138,26618.078262177718,31033.840683134782,-667.7720503951969,-223.425729034399,16.441947289555603,28538.838483649623,10631443812,Hold,Long-Term,Low
26189.583984375,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420,0.357825614760654,26196.087514458384,31151.778696479116,-767.6665300706118,-332.27388924164154,18.35427862343767,28315.09995990918,9036580420,Hold,Long-Term,Low
26124.140625,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893,-0.2498831574187843,25829.30482941888,31163.40220183112,-842.4036521588023,-434.2998418250737,18.0426222782687,28106.437166108306,13371557893,Hold,Long-Term,Low
26031.65625,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706,-0.35401882238949023,25486.43427765176,31194.24248016074,-898.736006761701,-527.1870748123993,17.58811033544722,27908.838983621798,14503820706,Hold,Long-Term,Low
26431.640625,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785,1.5365306423789304,25260.645762930908,31145.327088631595,-900.7214511740931,-601.8939500847381,26.242049293872746,27768.153425657816,16985265785,Avoid,Long-Term,Low
26162.373046875,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023,-1.018731988472621,25015.420344625454,31099.38063193705,-913.4924015906508,-664.2136403859206,24.385599879191794,27615.221961011834,12871532023,Avoid,Long-Term,Low
26047.66796875,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118,-0.4384352975912553,24780.723259543105,31034.631818581896,-922.2382247977439,-715.8185572682853,23.61906599593566,27465.931104605945,12406045118,Hold,Long-Term,Low
26008.462890625,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316,-0.15051281432193475,24570.107770195133,30941.90805011737,-921.7079987870893,-756.9964455720461,23.348913520224862,27327.12460803633,6034817316,Hold,Long-Term,Low
26089.693359375,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611,0.31232321991347956,24407.114787910443,30795.81255583956,-904.3088612569518,-786.4589287090273,25.256486064022177,27209.27401292573,6913768611,Hold,Long-Term,Low
26106.150390625,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166,0.06307866874213364,24323.25096218927,30513.74220187323,-879.0587326506393,-804.9788894973498,25.660133078771427,27104.21462032566,11002805166,Hold,Long-Term,Low
27727.392578125,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712,6.2101924766441385,24386.1280070423,30267.4550007702,-719.9282439117887,-787.9687603802377,52.7382761065149,27163.564902020833,29368391712,Invest,Long-Term,Medium
27297.265625,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235,-1.5512708305083889,24442.072570527263,29998.277820097734,-621.3611707171112,-754.6472424476124,47.76709719751108,27176.298304209326,16343655235,Avoid,Short-Term,Medium
25931.47265625,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451,-5.00340578984273,24404.60630289231,29689.119868982692,-646.0073624937359,-732.9192664568371,36.1233172887829,27057.743480594152,20181001451,Avoid,Long-Term,Medium
25800.724609375,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221,-0.5042060225742162,24408.69087630597,29323.51127213153,-668.3851932660909,-720.012451818688,35.237776330371354,26938.0273976209,17202862221,Avoid,Long-Term,Medium
25868.798828125,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473,0.2638461507599166,24469.855287603223,28920.93533739678,-672.8703344750174,-710.5840283499539,36.11588058100159,26836.196105287956,10100387473,Invest,Long-Term,Medium
25969.56640625,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523,0.38953327054152,24661.192289881958,28385.710639805544,-660.6778567173351,-700.6027940234302,37.46749553544727,26753.659943474817,8962524523,Invest,Long-Term,Medium
25812.416015625,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106,-0.6051329012069284,24921.973849842536,27789.135915782463,-656.1324667665358,-691.7087285720514,36.18182448360791,26664.017664631978,10680635106,Avoid,Long-Term,Medium
25779.982421875,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040,-0.12565113521479931,25242.465277101317,27176.46480102368,-647.6812659729876,-682.9032360522386,35.90796343508356,26579.823831988455,11094740040,Hold,Long-Term,Medium
25753.236328125,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327,-0.10374752516241204,25201.09512027055,27126.703512541946,-635.8125632461561,-673.4851014910221,35.66820657048427,26501.101212572885,12752705327,Hold,Long-Term,Medium
26240.1953125,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100,1.8908652030005024,25211.569588757917,27135.292911242086,-580.4222639146356,-654.8725339757448,43.11538566321091,26476.253031613564,11088307100,Invest,Long-Term,Medium
25905.654296875,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400,-1.2749181613965876,25195.418872457554,27132.388549417443,-557.0978396003156,-635.317595100659,39.71403199162674,26421.910294971793,10817356400,Avoid,Long-Term,Medium
25895.677734375,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132,-0.03851113886439439,25173.83348942074,27124.583307454257,-533.2708757973523,-614.9082512399978,39.61366733409865,26371.792908248288,5481314132,Hold,Long-Term,Medium
25832.2265625,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047,-0.24502611024840304,25149.48636171338,27119.739028911616,-513.5874976306732,-594.6441005181329,38.939648158837585,26320.40563722464,7899553047,Hold,Long-Term,Medium
25162.654296875,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467,-2.592003689674205,25018.901962858235,27163.423232454265,-545.7263707108432,-584.860554556675,32.630223696016486,26210.143604810393,14600006467,Avoid,Long-Term,Medium
25833.34375,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324,2.6654161568650414,24995.286998694464,27127.208509118034,-511.18500298065555,-570.1254442414711,42.653571523013674,26174.257904352264,18657279324,Invest,Long-Term,Medium
26228.32421875,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070,1.528956036711282,24996.946848597818,27132.14377640218,-446.78879425494233,-545.4581142441654,47.59819025074339,26179.40707715205,13072077070,Invest,Long-Term,Medium
26539.673828125,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124,1.1870739692642074,25001.745846964415,27176.545363973088,-366.4073081036913,-509.6479530160706,51.172163545249795,26213.718196292328,13811359124,Invest,Short-Term,Medium
26608.693359375,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788,0.2600617162704433,25009.418645180453,27228.895612632045,-293.74894685295294,-466.46815178344707,51.95445131055654,26251.334878490678,11479735788,Invest,Short-Term,Medium
26568.28125,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417,-0.1518755875352329,25016.410921918523,27269.76212495648,-236.69907201288152,-420.51433582933396,51.43483756971896,26281.52024720585,7402031417,Hold,Short-Term,Medium
26534.1875,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670,-0.12832501161511578,25025.24086735298,27303.735890459524,-192.02418064800804,-374.8163047930688,50.97167367785639,26305.58379509101,6774210670,Hold,Short-Term,Medium
26754.28125,26754.28125,27414.734375,26415.515625,26532.994140625,15615339655,0.8294723552398242,25183.388361080746,27048.277263919255,-137.27683920090567,-327.30841167463615,53.86016445563795,26348.316886034725,15615339655,Invest,Short-Term,Medium
27211.1171875,27211.1171875,27488.763671875,26681.60546875,26760.8515625,13807690550,1.7075246134672373,25200.39899226788,27022.65178898212,-56.37646169447544,-273.122021678604,59.22935409178597,26430.48834331713,13807690550,Invest,Short-Term,Medium
27132.0078125,27132.0078125,27379.505859375,26864.08203125,27210.228515625,13281116604,-0.290724465500225,25162.82446248391,27180.279834391087,1.3387723825762805,-218.229862866368,57.971303397176044,26497.299721334548,13281116604,Hold,Short-Term,Medium
26567.6328125,26567.6328125,27152.939453125,26389.30078125,27129.83984375,13371443708,-2.080107760178318,25202.165735025355,27217.629382162148,1.5206364328878408,-174.27976300651684,49.83833366164153,26503.99811096935,13371443708,Avoid,Short-Term,Medium
26579.568359375,26579.568359375,26726.078125,26495.533203125,26564.056640625,10578746709,0.04492514240630463,25238.19568331786,27252.67638699464,2.5979167195073387,-138.904227061312,49.99809873674991,26511.195277484174,10578746709,Invest,Short-Term,Medium
26579.390625,26579.390625,26634.185546875,26520.51953125,26578.556640625,7404700301,-0.0006686879658768241,25267.017639747,27284.8368524405,3.398155606810178,-110.44375052768758,49.99554512426559,26517.690072485682,7404700301,Hold,Short-Term,Medium
